sentence,label
We present strong evidence that HPV vaccination does not have any significant effect on clinical indicators of sexual behaviour among adolescent girls.,0
Patients who had prepared advance directives received care that was strongly  associated with their preferences.,2
Perinatal depression was frequent and associated with febrile illness in the offspring.,0
"The indirect effect  through smoking varied by educational level, with the strongest indirect effect  observed for those with the lowest education (ORÂ =Â 1.34 (1.14-1.57)). The indirect  effect through occupational exposures was substantial among men with primary  (ORÂ =Â 1.22 (1.15-1.30) for asbestos and silica) or vocational secondary education  (ORÂ =Â 1.18 (1.12-1.25)).",2
"Endogenous testosterone was positively associated
with thromboembolism, heart failure, and myocardial
infarction in men",2
"Among Medicare beneficiaries  hospitalized with pneumonia, ICU admission of patients for whom the decision  appeared to be discretionary was associated with improved survival and no  significant difference in costs.",2
"Patients approached on the day of surgery compared with before the day of surgery had noninferior understanding of the comprehension score (adjusted mean difference, -0.19; 90% CI, -0.47 to 0.10; P<.001 for noninferiority) and a noninferior mean increase in the postapproach anxiety score (adjusted mean difference, 0.19; 90% CI, -0.29 to 0.68; P¼.003 for noninferiority).",0
Refugees face an increased risk of schizophrenia and other non-affective psychotic  disorders compared with non-refugee migrants from similar regions of origin and the  native-born Swedish population.,2
"Annual pneumonia hospitalization rates declined by 551.1 (95% confidence interval 445.1–657.1) per 100,000 children aged <2 years, translating to 47,172 fewer hospitalizations annually compared to expected based on pre-PCV7 rates. The decline of 1300.8 (984.0–1617.6) pneumonia hospitalizations per 100,000 adults aged ≥85 years translated to 73,243 fewer hospitalizations annually. Pneumonia hospitalizations declined by 8.4 (0.6–16.2), 85.3 (7.0– 163.6), and 359.8 (199.6–520.0) per 100,000 adults aged 18–39, 65–74 and 75–84 years, respectively.",2
"A shorter final height was  associated with decreasing gestational age, and this association was particularly  marked in women born very preterm.",2
"In  summary, current smoking significantly increases the risk of CVD (in women), cancer  and all-cause mortality in American Indians, independent of known risk factors.",2
"Reduced levels of CETP are associated with lower, not higher, blood pressure.",2
"The authors conclude that elevated RDW values
are associated with increased risk of mortality but not the development of CVD in the general population.",1
"Compared with the reference  group (persistently high socioeconomic circumstances), participants in other groups  had elevated levels of depression (for upward mobility, multivariate odds ratios  (OR) = 1.21; intermediate socioeconomic position, 1.28; downward mobility, 1.66;  persistently low socioeconomic position, 1.82).",2
Ovarian cancer patients were at an increased risk of developing ischemic stroke,3
"Mortality is high following MI for PWH and substantially greater after T2MI than T1MI. Predictors of death after MI differed by type of MI, reinforcing the different clinical scenarios associated with each MI type.",2
"A  new finding was the independent relationship in plasma between low provitamin A  carotenoids and high MMP-9, suggesting a link between these carotenoids, matrix  turnover and arterial remodelling.",1
